# depth maps
# file: 'rgbd_dataset_freiburg3_long_office_household.bag'
# timestamp filename
1341847980.723020 depth/1341847980.723020.png
1341847980.754755 depth/1341847980.754755.png
1341847980.786879 depth/1341847980.786879.png
1341847980.822989 depth/1341847980.822989.png
1341847980.854690 depth/1341847980.854690.png
1341847980.890737 depth/1341847980.890737.png
1341847980.922989 depth/1341847980.922989.png
1341847980.954676 depth/1341847980.954676.png
1341847980.990724 depth/1341847980.990724.png
1341847981.022728 depth/1341847981.022728.png
1341847981.054773 depth/1341847981.054773.png
1341847981.090786 depth/1341847981.090786.png
1341847981.123049 depth/1341847981.123049.png
1341847981.158648 depth/1341847981.158648.png
1341847981.190650 depth/1341847981.190650.png
1341847981.222989 depth/1341847981.222989.png
1341847981.258781 depth/1341847981.258781.png
1341847981.290854 depth/1341847981.290854.png
1341847981.322934 depth/1341847981.322934.png
1341847981.358724 depth/1341847981.358724.png
1341847981.390852 depth/1341847981.390852.png
1341847981.426732 depth/1341847981.426732.png
1341847981.459399 depth/1341847981.459399.png
1341847981.493435 depth/1341847981.493435.png
1341847981.527062 depth/1341847981.527062.png
1341847981.558770 depth/1341847981.558770.png
1341847981.594880 depth/1341847981.594880.png
1341847981.626685 depth/1341847981.626685.png
1341847981.658793 depth/1341847981.658793.png
1341847981.694765 depth/1341847981.694765.png
1341847981.726727 depth/1341847981.726727.png
1341847981.758922 depth/1341847981.758922.png
1341847981.794679 depth/1341847981.794679.png
1341847981.826688 depth/1341847981.826688.png
1341847981.862742 depth/1341847981.862742.png
1341847981.894645 depth/1341847981.894645.png
1341847981.927087 depth/1341847981.927087.png
1341847981.994858 depth/1341847981.994858.png
1341847982.062794 depth/1341847982.062794.png
1341847982.095304 depth/1341847982.095304.png
1341847982.130739 depth/1341847982.130739.png
1341847982.162746 depth/1341847982.162746.png
1341847982.194690 depth/1341847982.194690.png
1341847982.230626 depth/1341847982.230626.png
1341847982.262694 depth/1341847982.262694.png
1341847982.295020 depth/1341847982.295020.png
1341847982.330680 depth/1341847982.330680.png
1341847982.398929 depth/1341847982.398929.png
1341847982.430799 depth/1341847982.430799.png
1341847982.462632 depth/1341847982.462632.png
1341847982.498627 depth/1341847982.498627.png
1341847982.530781 depth/1341847982.530781.png
1341847982.566676 depth/1341847982.566676.png
1341847982.598757 depth/1341847982.598757.png
1341847982.630827 depth/1341847982.630827.png
1341847982.666629 depth/1341847982.666629.png
1341847982.698652 depth/1341847982.698652.png
1341847982.731415 depth/1341847982.731415.png
1341847982.766748 depth/1341847982.766748.png
1341847982.798982 depth/1341847982.798982.png
1341847982.834818 depth/1341847982.834818.png
1341847982.866706 depth/1341847982.866706.png
1341847982.898764 depth/1341847982.898764.png
1341847982.934825 depth/1341847982.934825.png
1341847982.966733 depth/1341847982.966733.png
1341847982.998830 depth/1341847982.998830.png
1341847983.034747 depth/1341847983.034747.png
1341847983.066757 depth/1341847983.066757.png
1341847983.102773 depth/1341847983.102773.png
1341847983.134819 depth/1341847983.134819.png
1341847983.166667 depth/1341847983.166667.png
1341847983.202670 depth/1341847983.202670.png
1341847983.235241 depth/1341847983.235241.png
1341847983.266928 depth/1341847983.266928.png
1341847983.302721 depth/1341847983.302721.png
1341847983.334745 depth/1341847983.334745.png
1341847983.370946 depth/1341847983.370946.png
1341847983.402685 depth/1341847983.402685.png
1341847983.434724 depth/1341847983.434724.png
1341847983.470687 depth/1341847983.470687.png
1341847983.502784 depth/1341847983.502784.png
1341847983.535375 depth/1341847983.535375.png
